Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
25519,Men,23,Youth,5,Delivered,Amazon,Set,L,1,664,Thiruvalla,Kerala,B2C
25520,Men,44,Middle Age Adult,5,Delivered,Myntra,Western dress,3XL,1,791,Mumbai,Maharashtra,B2C
25521,Women,76,Elderly,5,Delivered,Flipkart,Kurta,L,1,416,Mumbai,Maharashtra,B2C
25522,Men,29,Young Adults,5,Delivered,Amazon,Western dress,M,1,625,Jagdalpur,Chhattisgarh,B2C
25523,Women,23,Youth,5,Delivered,Amazon,Kurta,L,1,399,South west delhi,Delhi,B2C
25524,Men,41,Middle Age Adult,5,Delivered,Amazon,Western dress,L,1,744,Visakhapatnam,Andhra pradesh,B2C
25525,Men,18,Youth,5,Delivered,Amazon,Set,XXL,1,699,Ferrargunj,Andaman & nicobar ,B2C
25526,Women,43,Middle Age Adult,5,Delivered,Myntra,Kurta,M,2,698,Paravur,Kerala,B2C
25527,Women,42,Middle Age Adult,5,Delivered,Flipkart,Kurta,XXL,1,517,New delhi,Delhi,B2C
25528,Women,70,Elderly,5,Delivered,Others,Kurta,L,1,357,Ranchi,Jharkhand,B2C
25529,Women,77,Elderly,5,Delivered,Myntra,Kurta,XXL,1,399,New delhi,Delhi,B2C
25530,Women,68,Elderly,5,Delivered,Nalli,Set,S,1,1111,Bhusawal,Maharashtra,B2C
25531,Women,36,Young Adults,5,Delivered,Amazon,Set,S,1,655,Jagtial,Telangana,B2C
25532,Women,23,Youth,5,Delivered,Others,Set,XL,1,599,Bhubaneswar,Odisha,B2C
25533,Men,33,Young Adults,5,Delivered,Amazon,Western dress,L,1,735,Chennai,Tamil nadu,B2C
25534,Men,48,Senior,5,Delivered,Amazon,Western dress,L,1,735,Mumbai,Maharashtra,B2C
25535,Women,54,Senior,5,Delivered,Flipkart,Kurta,XXL,1,301,Chennai,Tamil nadu,B2C
25536,Men,37,Middle Age Adult,5,Delivered,Nalli,Western dress,M,1,735,Hyderabad,Telangana,B2C
25537,Men,25,Youth,5,Delivered,Amazon,Western dress,XL,1,908,Lucknow,Uttar pradesh,B2C
25538,Women,32,Young Adults,5,Delivered,Flipkart,Set,S,1,657,Noida,Uttar pradesh,B2C
25539,Women,36,Young Adults,5,Delivered,Nalli,Kurta,M,1,383,Ahmadnagar,Maharashtra,B2C
25540,Women,66,Elderly,5,Delivered,Flipkart,Kurta,L,1,729,Durgapur,West bengal,B2C
25541,Women,19,Youth,5,Delivered,Flipkart,Kurta,L,1,486,Bangalore,Karnataka,B2C
25542,Men,36,Young Adults,5,Delivered,Meesho,Western dress,M,1,735,Talegaon midc,Maharashtra,B2C
25543,Men,38,Middle Age Adult,5,Returned,Flipkart,Western dress,XL,1,1249,New delhi,Delhi,B2C
25544,Women,28,Young Adults,5,Delivered,Amazon,Top,XXL,1,574,Mumbai,Maharashtra,B2C
25545,Women,70,Elderly,5,Returned,Myntra,Set,M,1,696,Bengaluru,Karnataka,B2C
25546,Men,38,Middle Age Adult,5,Delivered,Amazon,Set,XXL,1,824,Bengaluru,Karnataka,B2C
25547,Men,33,Young Adults,5,Delivered,Others,Set,L,1,759,Mumbai,Maharashtra,B2C
25548,Women,48,Senior,5,Delivered,Meesho,Top,XL,1,750,Delhi,Delhi,B2C
25549,Women,26,Young Adults,5,Delivered,Amazon,Top,M,1,758,New delhi,Delhi,B2C
25550,Women,32,Young Adults,5,Delivered,Meesho,Kurta,S,1,499,Bengaluru,Karnataka,B2B
25551,Women,36,Young Adults,5,Delivered,Myntra,Set,S,1,950,Singtam,Sikkim,B2C
25552,Men,47,Senior,5,Delivered,Amazon,Western dress,XS,1,1249,Cuttack,Odisha,B2C
25553,Women,25,Youth,5,Delivered,Flipkart,Set,XS,1,788,Balaghat,Madhya pradesh,B2C
25554,Women,46,Middle Age Adult,5,Delivered,Myntra,Kurta,L,1,394,Chennai,Tamil nadu,B2C
25555,Women,43,Middle Age Adult,5,Delivered,Flipkart,Kurta,XXL,2,582,Nellore,Andhra pradesh,B2C
25556,Men,27,Young Adults,5,Delivered,Meesho,Western dress,M,1,735,Bhopal,Madhya pradesh,B2C
25557,Men,64,Elderly,5,Delivered,Amazon,Set,L,1,725,Vijayawada,Andhra pradesh,B2C
25558,Women,27,Young Adults,5,Delivered,Amazon,Set,L,1,721,Miryalaguda,Telangana,B2C
25559,Men,36,Young Adults,5,Delivered,Nalli,Western dress,S,1,715,Chennai,Tamil nadu,B2C
25560,Women,33,Young Adults,5,Refunded,Myntra,Kurta,L,1,365,Chamba,Himachal pradesh,B2C
25561,Women,31,Young Adults,5,Cancelled,Myntra,Kurta,L,1,499,Greater noida,Uttar pradesh,B2C
25562,Women,36,Young Adults,5,Delivered,Myntra,Kurta,XL,1,967,Bengaluru,Karnataka,B2C
25563,Men,41,Middle Age Adult,5,Delivered,Myntra,Set,M,1,968,Nashik,Maharashtra,B2C
25564,Women,27,Young Adults,5,Delivered,Flipkart,Top,L,1,317,Pune,Maharashtra,B2C
25565,Women,75,Elderly,5,Delivered,Myntra,Set,L,1,1099,Leh,Jammu & kashmir,B2C
25566,Women,27,Young Adults,5,Delivered,Amazon,Kurta,M,1,399,Faridabad,Haryana,B2C
25567,Women,47,Senior,5,Delivered,Flipkart,Set,M,1,1075,Pune,Maharashtra,B2C
25568,Women,44,Middle Age Adult,5,Delivered,Flipkart,Top,XL,1,563,Bengaluru,Karnataka,B2C
25569,Women,71,Elderly,5,Delivered,Ajio,Set,3XL,1,969,Vijayawada,Andhra pradesh,B2C
25570,Women,28,Young Adults,5,Delivered,Nalli,Kurta,S,1,771,Kanker,Chhattisgarh,B2C
25571,Men,57,Elderly,5,Delivered,Flipkart,Set,XL,1,792,Delhi,Delhi,B2C
25572,Women,24,Youth,5,Delivered,Meesho,Kurta,S,1,399,Villupuram,Tamil nadu,B2C
25573,Women,57,Elderly,5,Delivered,Flipkart,Top,3XL,1,497,Udaipur,Rajasthan,B2C
25574,Women,22,Youth,5,Delivered,Amazon,Top,S,1,625,Rajkot,Gujarat,B2C
25575,Women,18,Youth,5,Delivered,Amazon,Kurta,L,1,568,Mavelikkara,Kerala,B2C
25576,Men,39,Middle Age Adult,5,Delivered,Myntra,Western dress,M,1,859,New delhi,Delhi,B2C
25577,Men,39,Middle Age Adult,5,Delivered,Flipkart,Set,XXL,1,654,Panihati,West bengal,B2C
25578,Men,39,Middle Age Adult,5,Delivered,Amazon,Set,3XL,1,747,Muzaffarpur,Bihar,B2C
25579,Women,26,Young Adults,5,Delivered,Amazon,Set,3XL,1,968,Ahmedabad,Gujarat,B2C
25580,Women,24,Youth,5,Delivered,Myntra,Kurta,XXL,1,471,Chennai,Tamil nadu,B2C
25581,Women,37,Middle Age Adult,5,Delivered,Myntra,Kurta,M,1,499,New delhi,Delhi,B2C
25582,Women,20,Youth,5,Delivered,Myntra,Set,M,1,1138,Hyderabad,Telangana,B2C
25583,Men,41,Middle Age Adult,5,Delivered,Amazon,Western dress,L,1,771,Bengaluru,Karnataka,B2C
25584,Women,32,Young Adults,5,Cancelled,Flipkart,Kurta,3XL,1,325,Vasai virar,Maharashtra,B2C
25585,Men,71,Elderly,5,Delivered,Others,Set,3XL,1,612,Baruipur,West bengal,B2C
25586,Women,47,Senior,5,Delivered,Myntra,Kurta,5XL,1,869,Gorakhpur,Uttar pradesh,B2C
25587,Women,29,Young Adults,5,Delivered,Amazon,Kurta,L,1,399,Shimla,Himachal pradesh,B2C
25588,Women,59,Elderly,5,Delivered,Amazon,Kurta,S,1,495,Chennai,Tamil nadu,B2C
25589,Men,49,Senior,5,Delivered,Amazon,Western dress,L,1,735,Puri,Odisha,B2C
25590,Women,20,Youth,5,Delivered,Flipkart,Kurta,S,1,696,Bengaluru,Karnataka,B2C
25591,Women,60,Elderly,5,Delivered,Flipkart,Set,3XL,1,850,Lucknow,Uttar pradesh,B2C
25592,Women,20,Youth,5,Delivered,Ajio,Kurta,L,1,376,New town,West bengal,B2C
25593,Women,58,Elderly,5,Cancelled,Others,Saree,Free,1,654,Bijnor,Uttar pradesh,B2C
25594,Women,20,Youth,5,Delivered,Amazon,Kurta,5XL,1,798,Nattakam,Kerala,B2C
25595,Women,39,Middle Age Adult,5,Delivered,Flipkart,Kurta,XXL,1,375,Pune,Maharashtra,B2C
25596,Women,44,Middle Age Adult,5,Delivered,Amazon,Set,M,1,882,Tiruchirappalli,Tamil nadu,B2C
25597,Women,34,Young Adults,5,Delivered,Amazon,Set,XXL,1,877,Uttarpara kotrung,West bengal,B2C
25598,Women,24,Youth,5,Delivered,Ajio,Set,S,1,969,Dimapur,Nagaland,B2C
25599,Men,48,Senior,5,Delivered,Amazon,Western dress,XXL,1,832,Noida,Uttar pradesh,B2C
25600,Women,73,Elderly,5,Delivered,Others,Set,XXL,1,1256,Ambur,Tamil nadu,B2C
25601,Women,71,Elderly,5,Returned,Flipkart,Set,XL,1,1399,Bengaluru,Karnataka,B2C
25602,Women,24,Youth,5,Delivered,Nalli,Kurta,XL,1,452,Mumbai,Maharashtra,B2C
25603,Women,24,Youth,5,Delivered,Amazon,Set,XL,1,1776,Sambalpur,Odisha,B2C
25604,Men,36,Young Adults,5,Delivered,Amazon,Set,XXL,1,571,Bengaluru,Karnataka,B2C
25605,Men,40,Middle Age Adult,5,Delivered,Amazon,Western dress,XS,1,786,Ottappalam,Kerala,B2C
25606,Men,45,Middle Age Adult,5,Delivered,Nalli,Set,S,1,449,New delhi,Delhi,B2C
25607,Women,38,Middle Age Adult,5,Delivered,Ajio,Kurta,XS,1,349,Secunderabad,Telangana,B2C
25608,Women,45,Middle Age Adult,5,Delivered,Amazon,Set,XXL,1,455,Budaun,Uttar pradesh,B2C
25609,Men,31,Young Adults,5,Delivered,Amazon,Set,3XL,1,888,Banda,Uttar pradesh,B2C
25610,Men,58,Elderly,5,Delivered,Amazon,Western dress,S,1,735,Chennai,Tamil nadu,B2C
25611,Women,37,Middle Age Adult,5,Delivered,Amazon,Set,3XL,1,571,New delhi,Delhi,B2C
25612,Men,45,Middle Age Adult,5,Delivered,Flipkart,Set,XXL,1,699,Agra,Uttar pradesh,B2C
25613,Women,34,Young Adults,5,Delivered,Myntra,Set,L,1,799,Lucknow,Uttar pradesh,B2C
25614,Women,22,Youth,5,Delivered,Myntra,Kurta,L,1,435,Hisar,Haryana,B2C
25615,Women,28,Young Adults,5,Delivered,Flipkart,Kurta,XXL,1,499,Pune,Maharashtra,B2C
25616,Women,45,Middle Age Adult,5,Delivered,Myntra,Set,M,1,597,Purnia,Bihar,B2C
25617,Men,38,Middle Age Adult,5,Delivered,Amazon,Western dress,XL,1,771,Pune,Maharashtra,B2C
25618,Men,26,Young Adults,5,Delivered,Ajio,Western dress,L,1,832,Kolkata,West bengal,B2C
25619,Women,42,Middle Age Adult,5,Delivered,Amazon,Set,S,1,1120,Udaipur,Rajasthan,B2C
25620,Women,64,Elderly,5,Delivered,Amazon,Kurta,L,1,729,Hyderabad,Telangana,B2C
25621,Men,63,Elderly,5,Returned,Flipkart,Set,S,1,988,Hyderabad,Telangana,B2C
25622,Women,23,Youth,5,Delivered,Others,Kurta,XL,1,499,Muvattupuzha,Kerala,B2C
25623,Women,32,Young Adults,4,Delivered,Others,Set,XXL,1,999,Kolhapur,Maharashtra,B2C
25624,Women,25,Youth,4,Delivered,Myntra,Kurta,M,1,487,Thiruvananthapuram,Kerala,B2C
25625,Men,19,Youth,4,Delivered,Flipkart,Western dress,S,1,725,Palakkad,Kerala,B2C
25626,Women,19,Youth,4,Delivered,Flipkart,Kurta,XXL,1,631,Greater noida,Uttar pradesh,B2C
25627,Women,45,Middle Age Adult,4,Returned,Flipkart,Kurta,XL,1,387,Dharmapuri,Telangana,B2C
25628,Women,25,Youth,4,Delivered,Ajio,Kurta,M,1,363,Lucknow,Uttar pradesh,B2C
25629,Women,41,Middle Age Adult,4,Delivered,Ajio,Kurta,3XL,1,453,Hosur,Tamil nadu,B2C
25630,Women,41,Middle Age Adult,4,Delivered,Others,Kurta,3XL,1,376,Kollumangudi,Tamil nadu,B2C
25631,Women,25,Youth,4,Delivered,Myntra,Kurta,3XL,1,471,Irinjalakuda,Kerala,B2C
25632,Men,23,Youth,4,Delivered,Others,Western dress,M,1,735,Chennai,Tamil nadu,B2C
25633,Women,21,Youth,4,Delivered,Myntra,Set,S,1,537,Lucknow,Uttar pradesh,B2C
25634,Men,58,Elderly,4,Delivered,Amazon,Western dress,L,1,735,Hyderabad,Telangana,B2C
25635,Women,35,Young Adults,4,Delivered,Others,Kurta,S,1,299,Bengaluru,Karnataka,B2C
25636,Women,46,Middle Age Adult,4,Delivered,Flipkart,Kurta,M,1,376,Ambikapur,Chhattisgarh,B2C
25637,Women,53,Senior,4,Delivered,Flipkart,Kurta,L,1,435,Sikar,Rajasthan,B2C
25638,Women,32,Young Adults,4,Delivered,Meesho,Blouse,XL,1,647,Bhubaneswar,Odisha,B2C
25639,Women,44,Middle Age Adult,4,Returned,Flipkart,Kurta,6XL,1,1099,Vadodara,Gujarat,B2C
25640,Men,41,Middle Age Adult,4,Delivered,Others,Western dress,XXL,1,1229,New town,West bengal,B2C
25641,Women,33,Young Adults,4,Refunded,Amazon,Kurta,L,1,382,Ernakulam,Kerala,B2C
25642,Women,31,Young Adults,4,Delivered,Ajio,Set,L,1,1099,Dehradun,Uttarakhand,B2C
25643,Women,71,Elderly,4,Cancelled,Ajio,Kurta,L,1,387,Kanpur,Uttar pradesh,B2C
25644,Men,29,Young Adults,4,Delivered,Amazon,Set,3XL,1,1072,Patna,Bihar,B2C
25645,Men,30,Young Adults,4,Delivered,Amazon,Set,3XL,1,696,Ghaziabad,Uttar pradesh,B2C
25646,Women,33,Young Adults,4,Delivered,Flipkart,Kurta,S,1,318,Suri,West bengal,B2C
25647,Men,70,Elderly,4,Delivered,Amazon,Western dress,XS,1,771,Pimpri chinchwad,Maharashtra,B2C
25648,Women,21,Youth,4,Delivered,Amazon,Kurta,M,1,533,Bengaluru,Karnataka,B2C
25649,Women,21,Youth,4,Delivered,Flipkart,Kurta,M,1,499,New delhi,Delhi,B2C
25650,Women,53,Senior,4,Delivered,Myntra,Kurta,6XL,1,469,Secunderabad,Telangana,B2C
25651,Women,35,Young Adults,4,Delivered,Ajio,Kurta,3XL,1,496,Port blair,Andaman & nicobar ,B2C
25652,Men,33,Young Adults,4,Delivered,Ajio,Set,3XL,1,759,Ahmedabad,Gujarat,B2C
25653,Men,38,Middle Age Adult,4,Delivered,Amazon,Western dress,XL,1,735,Chennai,Tamil nadu,B2C
25654,Women,35,Young Adults,4,Delivered,Myntra,Set,S,1,939,Anugul,Odisha,B2C
25655,Women,35,Young Adults,4,Delivered,Amazon,Set,M,1,799,Guwahati,Assam,B2C
25656,Men,20,Youth,4,Returned,Flipkart,Set,S,1,857,Katol,Maharashtra,B2C
25657,Women,45,Middle Age Adult,4,Delivered,Amazon,Set,XL,1,999,Auraiya,Uttar pradesh,B2C
25658,Women,31,Young Adults,4,Delivered,Nalli,Top,S,1,545,Nagaon,Assam,B2C
25659,Women,31,Young Adults,4,Delivered,Nalli,Kurta,M,1,432,Chennai,Tamil nadu,B2C
25660,Women,47,Senior,4,Delivered,Myntra,Kurta,XL,1,452,Kolkata,West bengal,B2C
25661,Women,26,Young Adults,4,Refunded,Amazon,Kurta,M,1,291,Bengaluru,Karnataka,B2C
25662,Men,47,Senior,4,Delivered,Myntra,Set,L,1,1477,Patna,Bihar,B2C
25663,Women,47,Senior,4,Delivered,Amazon,Kurta,M,1,521,Mehmedabad,Gujarat,B2C
25664,Women,69,Elderly,4,Delivered,Myntra,Kurta,L,1,376,Bareilly,Uttar pradesh,B2C
25665,Men,35,Young Adults,4,Delivered,Myntra,Set,XXL,1,1186,Ghaziabad,Uttar pradesh,B2C
25666,Women,22,Youth,4,Refunded,Nalli,Kurta,XL,1,386,Mumbai,Maharashtra,B2C
25667,Women,45,Middle Age Adult,4,Delivered,Amazon,Kurta,XXL,1,481,Armoor,Telangana,B2C
25668,Men,39,Middle Age Adult,4,Delivered,Nalli,Set,M,1,603,Hyderabad,Telangana,B2C
25669,Women,28,Young Adults,4,Delivered,Amazon,Kurta,M,1,315,Hyderabad,Telangana,B2C
25670,Men,27,Young Adults,4,Delivered,Myntra,Ethnic dress,L,1,791,Patan,Gujarat,B2C
25671,Men,21,Youth,4,Delivered,Amazon,Set,3XL,1,653,Ghaziabad,Uttar pradesh,B2C
25672,Women,23,Youth,4,Delivered,Amazon,Kurta,M,1,735,Raipur,Chhattisgarh,B2C
25673,Men,43,Middle Age Adult,4,Delivered,Amazon,Western dress,M,1,885,Secunderabad,Telangana,B2C
25674,Women,51,Senior,4,Delivered,Amazon,Kurta,XL,1,399,Bhopal,Madhya pradesh,B2C
25675,Women,42,Middle Age Adult,4,Delivered,Amazon,Kurta,3XL,1,521,Malda,West bengal,B2C
25676,Men,39,Middle Age Adult,4,Delivered,Flipkart,Set,L,1,657,Mysuru,Karnataka,B2C
25677,Women,38,Middle Age Adult,4,Delivered,Flipkart,Kurta,M,1,458,Noida,Uttar pradesh,B2C
25678,Women,45,Middle Age Adult,4,Delivered,Amazon,Set,XL,1,845,Madhepura,Bihar,B2C
25679,Men,35,Young Adults,4,Delivered,Ajio,Western dress,M,1,771,Aurangabad,Maharashtra,B2C
25680,Women,69,Elderly,4,Delivered,Flipkart,Kurta,XL,1,376,Warangal,Telangana,B2C
25681,Women,22,Youth,4,Delivered,Amazon,Kurta,XXL,1,301,Narasimhanaickenpalayam,Tamil nadu,B2C
25682,Men,25,Youth,4,Delivered,Ajio,Set,L,1,696,Ahmedabad,Gujarat,B2C
25683,Women,46,Middle Age Adult,4,Delivered,Myntra,Kurta,XXL,1,533,Bengaluru,Karnataka,B2C
25684,Men,48,Senior,4,Delivered,Flipkart,Set,M,1,1603,Pune,Maharashtra,B2C
25685,Women,27,Young Adults,4,Returned,Others,Saree,Free,1,453,Thane,Maharashtra,B2C
25686,Women,29,Young Adults,4,Delivered,Flipkart,Kurta,S,1,453,Coimbatore,Tamil nadu,B2C
25687,Men,18,Youth,4,Delivered,Amazon,Western dress,L,1,771,Eluru,Andhra pradesh,B2C
25688,Women,34,Young Adults,4,Delivered,Flipkart,Set,XL,1,613,Bengaluru,Karnataka,B2C
25689,Men,76,Elderly,4,Delivered,Nalli,Western dress,L,1,735,Chennai,Tamil nadu,B2C
25690,Men,20,Youth,4,Delivered,Amazon,Western dress,3XL,1,735,Thiruvananthapuram,Kerala,B2C
25691,Women,21,Youth,4,Delivered,Myntra,Set,XL,1,517,Guntur,Andhra pradesh,B2C
25692,Men,37,Middle Age Adult,4,Delivered,Flipkart,Ethnic dress,XXL,1,845,Bengaluru,Karnataka,B2C
25693,Women,21,Youth,4,Delivered,Myntra,Top,L,1,540,Mumbai,Maharashtra,B2C
25694,Women,73,Elderly,4,Delivered,Flipkart,Kurta,XL,1,458,Tenkasi,Tamil nadu,B2C
25695,Women,22,Youth,4,Delivered,Amazon,Saree,Free,1,788,Seoni,Madhya pradesh,B2C
25696,Women,35,Young Adults,4,Delivered,Amazon,Kurta,M,1,399,Bikaner,Rajasthan,B2C
25697,Men,28,Young Adults,4,Delivered,Meesho,Western dress,L,1,771,Srinagar,Jammu & kashmir,B2C
25698,Men,48,Senior,4,Delivered,Amazon,Set,XXL,1,635,Nakodar,Punjab,B2C
25699,Women,48,Senior,4,Delivered,Amazon,Set,L,1,899,New delhi,Delhi,B2C
25700,Women,38,Middle Age Adult,4,Delivered,Myntra,Kurta,3XL,1,487,Jaipur,Rajasthan,B2C
25701,Women,48,Senior,4,Delivered,Myntra,Kurta,XL,1,549,Bharatpur,Rajasthan,B2C
25702,Women,41,Middle Age Adult,4,Delivered,Myntra,Kurta,M,1,534,Bengaluru,Karnataka,B2C
25703,Men,24,Youth,4,Delivered,Myntra,Set,XS,1,852,Pimpri chinchwad,Maharashtra,B2C
25704,Men,51,Senior,4,Delivered,Nalli,Set,3XL,1,825,Mumbai,Maharashtra,B2C
25705,Women,43,Middle Age Adult,4,Delivered,Flipkart,Top,XS,1,518,Chennai,Tamil nadu,B2C
25706,Men,66,Elderly,4,Delivered,Flipkart,Western dress,M,1,771,Udaipur,Rajasthan,B2C
25707,Men,22,Youth,4,Delivered,Amazon,Western dress,L,1,735,Bengaluru,Karnataka,B2C
25708,Women,25,Youth,4,Delivered,Myntra,Kurta,5XL,1,764,Bengaluru,Karnataka,B2C
25709,Men,41,Middle Age Adult,4,Delivered,Amazon,Set,XXL,1,1112,Vadodara,Gujarat,B2C
25710,Men,20,Youth,4,Delivered,Myntra,Set,XL,1,622,Mysuru,Karnataka,B2C
25711,Women,76,Elderly,4,Delivered,Amazon,Set,XXL,1,771,Jhansi,Uttar pradesh,B2C
25712,Men,49,Senior,4,Delivered,Flipkart,Set,XL,1,680,Shyamnagar,West bengal,B2C
25713,Women,78,Elderly,4,Delivered,Myntra,Kurta,M,1,301,Udupi,Karnataka,B2C
25714,Men,69,Elderly,4,Delivered,Amazon,Set,L,1,1323,Kota,Rajasthan,B2C
25715,Women,42,Middle Age Adult,4,Delivered,Myntra,Kurta,XXL,1,459,Hyderabad,Telangana,B2C
25716,Men,47,Senior,4,Delivered,Nalli,Set,M,1,563,New delhi,Delhi,B2C
25717,Women,32,Young Adults,4,Delivered,Amazon,Set,3XL,1,999,Ghaziabad,Uttar pradesh,B2C
25718,Women,55,Senior,4,Delivered,Flipkart,Kurta,XS,1,399,Mangalore,Karnataka,B2C
25719,Women,56,Elderly,4,Delivered,Amazon,Kurta,L,1,487,Thane east,Maharashtra,B2C
25720,Men,28,Young Adults,4,Delivered,Myntra,Western dress,XXL,1,735,Bangalore,Karnataka,B2C
25721,Women,20,Youth,4,Delivered,Nalli,Top,XL,1,690,Bengaluru,Karnataka,B2C
25722,Men,77,Elderly,4,Delivered,Myntra,Set,M,1,850,Siliguri,West bengal,B2C
25723,Women,31,Young Adults,4,Delivered,Others,Kurta,5XL,1,817,Kattanam,Kerala,B2C
25724,Women,34,Young Adults,4,Delivered,Amazon,Set,M,1,1018,New delhi,Delhi,B2C
25725,Women,25,Youth,4,Delivered,Flipkart,Saree,Free,1,599,Navi mumbai,Maharashtra,B2C
25726,Women,45,Middle Age Adult,4,Delivered,Amazon,Kurta,L,1,353,Chennai,Tamil nadu,B2C
25727,Women,52,Senior,4,Delivered,Flipkart,Kurta,M,1,435,Thane,Maharashtra,B2C
25728,Men,74,Elderly,4,Delivered,Others,Set,3XL,1,1133,Haldwani,Uttarakhand,B2C
25729,Men,24,Youth,4,Delivered,Myntra,Western dress,S,1,735,Tanuku,Andhra pradesh,B2C
25730,Women,48,Senior,4,Delivered,Nalli,Kurta,S,1,301,Panchkula,Haryana,B2C
25731,Men,26,Young Adults,4,Delivered,Amazon,Set,3XL,1,597,Varanasi,Uttar pradesh,B2C
25732,Women,26,Young Adults,4,Delivered,Others,Set,L,1,685,Along,Arunachal pradesh,B2C
25733,Women,23,Youth,4,Delivered,Myntra,Top,3XL,1,599,Madikeri,Karnataka,B2C
25734,Men,54,Senior,4,Delivered,Amazon,Set,L,1,1349,New delhi,Delhi,B2C
25735,Men,48,Senior,4,Delivered,Amazon,Western dress,S,1,792,Vadodara,Gujarat,B2C
25736,Women,33,Young Adults,4,Delivered,Myntra,Top,XL,1,751,Karwar,Karnataka,B2C
25737,Men,21,Youth,4,Delivered,Amazon,Set,M,1,995,Nadbai,Rajasthan,B2C
25738,Women,38,Middle Age Adult,4,Delivered,Amazon,Set,XXL,1,1130,Thane,Maharashtra,B2C
25739,Men,39,Middle Age Adult,4,Delivered,Myntra,Western dress,L,1,735,Lucknow,Uttar pradesh,B2C
25740,Men,34,Young Adults,4,Delivered,Myntra,Western dress,L,1,744,Hyderabad,Telangana,B2C
25741,Men,20,Youth,4,Delivered,Meesho,Western dress,XS,1,776,Kolkata,West bengal,B2C
25742,Women,19,Youth,4,Delivered,Flipkart,Kurta,XL,1,359,New delhi,Delhi,B2C
25743,Men,18,Youth,4,Delivered,Amazon,Western dress,XL,1,725,Chennai,Tamil nadu,B2C
25744,Women,42,Middle Age Adult,4,Delivered,Ajio,Blouse,M,1,665,Bengaluru,Karnataka,B2C
25745,Women,34,Young Adults,4,Delivered,Amazon,Set,M,1,542,Achanta,Andhra pradesh,B2C
25746,Women,49,Senior,4,Delivered,Amazon,Kurta,XL,1,357,Kolkata,West bengal,B2C
25747,Men,25,Youth,4,Delivered,Amazon,Set,XXL,1,999,Thane,Maharashtra,B2C
25748,Men,58,Elderly,4,Delivered,Meesho,Western dress,M,1,735,Ghaziabad,Uttar pradesh,B2C
25749,Women,43,Middle Age Adult,4,Delivered,Others,Set,S,1,680,Kolkata,West bengal,B2C
25750,Men,27,Young Adults,4,Delivered,Flipkart,Western dress,M,1,735,Thiruvananthapuram,Kerala,B2C
25751,Men,25,Youth,4,Delivered,Amazon,Western dress,M,1,724,Mumbai,Maharashtra,B2C
25752,Women,28,Young Adults,4,Delivered,Amazon,Set,L,1,599,Lucknow,Uttar pradesh,B2C
25753,Women,48,Senior,4,Delivered,Myntra,Kurta,6XL,1,1043,Belagavi,Karnataka,B2C
25754,Women,42,Middle Age Adult,4,Refunded,Amazon,Saree,Free,1,365,Lalitpur,Uttar pradesh,B2C
25755,Women,69,Elderly,4,Delivered,Amazon,Kurta,L,1,399,Barabanki,Uttar pradesh,B2C
25756,Women,23,Youth,4,Delivered,Amazon,Saree,Free,1,1163,Surat,Gujarat,B2C
25757,Women,25,Youth,4,Cancelled,Amazon,Kurta,XXL,1,295,Meerut,Uttar pradesh,B2C
25758,Women,30,Young Adults,4,Delivered,Amazon,Saree,Free,1,310,Bengaluru,Karnataka,B2C
25759,Women,32,Young Adults,4,Delivered,Myntra,Set,L,1,648,Siwan,Bihar,B2C
25760,Women,38,Middle Age Adult,4,Delivered,Flipkart,Set,3XL,1,541,Bareilly,Uttar pradesh,B2C
25761,Women,32,Young Adults,4,Returned,Flipkart,Kurta,S,1,339,Anantapur,Andhra pradesh,B2C
25762,Women,33,Young Adults,4,Delivered,Myntra,Top,3XL,1,625,Ambala,Haryana,B2C
25763,Women,27,Young Adults,4,Delivered,Myntra,Set,S,1,759,Bengaluru,Karnataka,B2C
25764,Women,47,Senior,4,Delivered,Amazon,Kurta,XS,1,449,Bengaluru,Karnataka,B2C
25765,Men,74,Elderly,4,Delivered,Amazon,Set,XL,1,560,Azamgarh,Uttar pradesh,B2C
25766,Men,37,Middle Age Adult,4,Delivered,Amazon,Western dress,XXL,1,735,Mathura,Uttar pradesh,B2C
25767,Women,42,Middle Age Adult,4,Delivered,Myntra,Set,S,1,967,Hyderabad,Telangana,B2C
25768,Women,24,Youth,4,Delivered,Amazon,Kurta,L,1,696,Bhubaneswar,Odisha,B2C
25769,Women,27,Young Adults,4,Delivered,Amazon,Kurta,L,1,399,Kumarapalayam,Tamil nadu,B2C
25770,Women,35,Young Adults,4,Delivered,Myntra,Kurta,3XL,1,561,Kochi,Kerala,B2C
25771,Women,57,Elderly,4,Delivered,Myntra,Set,XL,1,1450,Gurgaon,Haryana,B2C
25772,Women,20,Youth,4,Delivered,Myntra,Kurta,XL,1,368,Hyderabad,Telangana,B2C
25773,Women,34,Young Adults,4,Delivered,Myntra,Set,M,1,599,Lucknow,Uttar pradesh,B2C
25774,Women,25,Youth,4,Delivered,Flipkart,Kurta,L,1,376,Chennai,Tamil nadu,B2C
25775,Women,39,Middle Age Adult,4,Delivered,Amazon,Kurta,L,1,291,Ludhiana,Punjab,B2C
25776,Men,70,Elderly,4,Delivered,Myntra,Set,M,1,648,Bengaluru,Karnataka,B2C
25777,Men,36,Young Adults,4,Delivered,Flipkart,Western dress,3XL,1,859,New delhi,Delhi,B2C
